237,Killin a half a NA NAllin by myNA HopeOnTheRocks  Sandy NA NAying NA at least ill be NA NA,39.90428723,-75.43653664,29,22,38
238,My NA for a NA of coffee and power sandy NYC,40.75106065,-73.98715368,30,17,7
239,ViNAing family in NE Pennsylvania  nice to see a NA of NAcks from WNAEnergy helping out UGIUtilities sandy,41.2358514,-75.85778636,1,3,33
240,THIS NA I NAder if Sandy NA sNA not in my NA,38.85888629,-76.98779281,27,16,24
241,Most of my tNA is alNAdy NA wNAr ENAyone on the east coast pNA NA to stay safe NA  we NAl get thNA this HurricaneSandy,39.32243935,-74.6126884,29,3,32
242,sNAz79 NA is NA in support of or NA ONAa SANDY,38.86105611,-77.23027873,30,5,59
243,WNA wisNA to all NAse NA from Sandy  RT FastCompany The HNAory Of NYC Told In 50 Objects httptcoat6fnBne,30.38080827,-97.74352728,1,14,18
244,A few people wNAheNA the storm BrNAlyn Bridge Park NYC sandy NA  BrNAlyn Bridge Park BoaNAuse httptco96488HvS,40.70301055,-73.99486251,29,16,21
245,Hurricane Sandy is around my aNA ,38.83473148,-76.89279489,29,19,35
246,TallOneBarstool SANDY DANNY,42.33736109,-71.08672216,27,15,43
247,NAricNAsandy WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES DeVo30 NAnks,46.32029936,-79.46437006,30,2,56
248,Top NA with a view from the NA being on sandy  LEnfNA Plaza HoNA httptcoNAfw1xM,38.88398278,-77.02444083,29,17,59
249,NA NAeet NAly NAerted NAly NA and NAly storm Sandy NAricane   Tudor City Park httptcoD1p3qLot,40.74954701,-73.97048832,29,20,2
250,Emergency NA NAryNA sandNA NA DHS NAnel Me BotNAless NA NA,38.905769,-77.012878,28,17,19
251,SC NAweet and NA notice for all the people in BROOKLYN affected by NAricanNAndy,40.62995673,-74.02040737,30,19,49
252,Shit is getNA NAl Hurricane Sandy is here To be NA Im NAually sNAd ,40.7058,-73.87461,30,0,52
253,Just NA in ChicNA for the Limra NA  Thanks to Sandy not NAe how long I NAl be here,41.93051848,-87.69041186,28,20,45
254,AHurricaneSandy LMFAO YOU THINK IM BAD SEE WHAT HAPPENS IF MITT ROMNEY GETS ELECTED JaceyDeNAr ,39.96418447,-83.15890713,29,14,47
255,Sunrise this NAg oNA whats left of the AtlNAic City NJ NA Sandy httptcoIPfgKT0W,39.371318,-74.434079,2,11,10
256,TNAoo NA of NANAolds Phoebe and CarNA Sandy RedHNA httptcosiNNepfW,40.665337,-73.990957,31,0,39
257,Ouragan Sandy  NA NA NAnes vacNA  New York httptcoKmmYhfek,48.870248,2.316348,29,3,25
258,SuccessNA NA Sandy  Suwanee GA httptco8jl4cVtn,34.03004516,-84.04929361,30,3,26
259,Im at Frankenstorm Apocalypse  Hurricane Sandy New York NY w NA NAs httptcoZIXYH7JH,40.75037809,-73.98124695,29,2,50
260,On the road Florida is in trouble this weekend Sandy from the NA and me and machoNAnotNA from the north NAgeorgia,35.900316,-78.791353,26,12,8
261,Wishing NAryone a NA NA and NAck NAtoration of power afNA SuperstormSandy hit The worst is oNA NYC NJ DC MD VA,38.960455,-77.36091,30,14,7
262,Old bridgeMadison Park NAt got power Sandy NA newNAy Cc SoleNAe04,13.71493569,-89.20213211,31,15,20
263,Wordt NA stemNA NA NA zo NA stembuNAus NA NA NAoom NA Sandy NAkiezingen,52.41916931,4.65385356,5,11,3
264,La NA LINEA NAre lo NAl y la NA  da NApus del maNA y Sandy,20.89951392,-97.58191852,1,14,0
265,WatNAng my NAorite movie on a lNAop NANAs sandy,42.55525734,-70.84097807,30,1,45
266,tormNAa sandy in MBO wtf NA NA storm  BarlovNAo httptcoLsJlP8Xr,10.6640426,-71.62651214,1,2,32
267,Yoooo what is going on right now I NANAt sandy is done and gone There is a hNA of a storm going on outside right now,42.7792557,-71.13013487,31,0,54
268,HopeNA Sandy coNA thruampNAtroys TomsRNAr so they NA school Monday That would be the 1 NA of this tNAible week  pNA,40.13079182,-74.39313268,27,12,2
269, sandy needs to move her ass cause she fucking up my NA ,40.70125048,-74.08594706,29,23,59
270,Hurricane Sandy NAed my weekend NA NA last NAute movie with Son  Regal Majestic SNAium 20 amp IMAX httptco6f71Mvsb,38.99661409,-77.02553734,3,21,10
271,That was the NA walk to class SNAYouSandy,35.60904458,-77.36823672,29,14,54
272,MorningHeadNAs WNAher Records show tNAs in Sandys NAh did little to NANAe for NA  httptcodVx8FZap USATODAY ,28.41086041,-81.46848924,1,13,38
273,Wait so like sandy isnt here yet I NANAt I was going to wake up and the city would be NA and there would be NA NAryNA,40.73194456,-73.98930761,29,16,43
274,NA NA en la NA Y NA con sandy Jiji,40.43133273,-3.70705791,30,8,3
275,RT StephUPTDC FedNAl Workers sandy httptco0eIhGDDs,39.396052,-76.807717,28,21,46
276,Sandy Wonderful ppl shaNA wNArNActricityNAhowersNA ice,49.31964024,-124.3199112,2,16,36
277,Hurricane Sandy was in Jamaica last wk Only NA 1 NA news NA Thank goodness for the inNANA,51.3786765,-0.1116399,29,23,11
278,Sandy BrNAlyn  BNAery Tunnel  BrNAlynBNAery Tunnel HNA L Carey Tunnel httptcob75zXje8,40.69495631,-74.01334763,30,4,3
279,Hey sandy youre a NA NAricaneNAs NAinghome  Im on a NA httptcofTdYvMqy,41.47231375,-70.58872594,28,17,26
280," 

     

      



httptcoZDaoQk8a


",21.44407294,39.25465624,30,10,45
281,Sandy bgz,43.3665328,-84.06025337,31,9,35
282,The fNA NAt people on NA are taking the NA out of Hurricane Sandy is fucking NA you NAs,51.96436447,-0.49357843,29,21,31
283,Hurricane Sandy   httptcouNVUPHWp httptcoHUHZm44J,40.92769241,-74.24333191,28,18,24
284,The next 5 days NAl be NA the most evNAful of my NAire life RFootNA ChopKNASt Sandy Sixers SleepingInComNAerLabs,40.8233808,-74.30306442,27,4,4
285,DGrid NA sandy  PhNAasmNAria httptcoEmO4wgkW,42.37725,-71.099601,30,4,52
286,iNAcohen The Empire StNA is the only NA in the NA sandy   New York City Marble CeNAery httptco5ZZWeEqR,40.60813516,-73.98000852,30,5,16
287,Still NAing toronto quNA amp NA fire sandy NAricanNAndy   Little Nickys httptcouOiXaJmc,43.64891026,-79.39343302,30,5,8
288,NA Sandys 1st NA UES victim has NAen NA wiNAut much NA  httptco7vufRVc7,40.77107682,-73.95820389,29,22,23
289,     Sandy,53.21379455,50.19360637,30,13,54
290,Back home baby Ready for anNA NA  Ronald Reagan Washington National Airport DCA httptcon7jO6hTf,38.8530437,-77.04231262,26,20,12
291,Frankenstorm HurricaneSandy apocalypse nyc NA  Frankenstorm Apocalypse  Hurricane Sandy w NA httptcoUcMttd3p,40.78470082,-73.78692627,29,16,27
292,BlusNAy Sandy is NA but no rain yet in BrNAlyn   Catshit Palace httptcoW9vWgk6S,40.6600484,-74.0005001,29,15,1
293,Sharks swimNAg around Jersey Crazy shit Sandy,32.69767104,-96.65170484,30,6,32
294,AlQaida NA NApNAibility for Hurricane Sandy tNAorism,38.9368389,-94.79664772,29,18,31
295,httptcoNNPR05VN AfNA the storm True NA of Sandys devaNA NA EasNAn Seaboard NA as NA NA hits   MailOnNA,41.87219993,-87.62973292,31,8,28
296,60 MPH winds amp BitcNA be all like Babe lets NA and NAch NA and Im all like ENAyManForThemselves HurricaneSandy Sandy,44.89725347,-68.65145564,29,4,55
297,When my NA NA NA the dog Sandy NA of SaNA Lmfao,40.675293,-74.46826173,29,20,44
298,The NA NA might be stuck in NAa and NYC may be out of NA and wNAr but ma  Sandy NAike NA httptcosMka0MSY,40.75460052,-73.97423553,29,0,5
299,TormNAa Sandy NA un NA en Nueva Jersey NA de Polica  TNAa Espaa httptco2eb3lmPY,-34.55022168,-58.22040962,30,11,30
300,AaNA its Friday again NAnksSandy,40.2677632,-78.83278153,29,18,20
301,juicycNA Sandy NA me amp KNAifiersuk NA ,39.25328643,-76.45101369,29,18,24
302,NA41ny La Gran ManzNA NAaliNAa por el embNA del Huracn Sandy httptcoYqCtPxRI va NA41NY uniNA NA,40.9245322,-74.14301476,30,1,47
303,Are you coNAg Sandy OMG What a Wind httptcoSsbfVX2a,44.46784844,11.01003605,5,14,32
304,Winds are NAing up Sandy WesNAnMa,42.5860348,-72.6153188,29,15,37
305,NA  0,13.73192508,100.4677604,28,11,43
306,Superstorm Sandy xuo,44.43568282,-119.159375,30,22,6
307,I NAder how NAy people are wandeNA around NAging Sandy cNA you see Im in NAery NA the east coast today NAricanNAndy,41.24700411,-80.12769026,28,19,57
308,Latifah2014 May Allah NAl sNA and NA you from NAt Hurricane SandyStay safe and NA at the house,34.02169276,-118.1433644,29,18,5
309,Nice neighbors in Hoboken NJ sandy NAricane nj NAphone power  MTA Subway  N Train httptcoezDusrGZ,40.77500059,-73.91200304,1,14,46
310,NA sandy httptcoHsuq2Mym,40.772262,-73.918508,30,2,2
311,Sandy bgz,33.03791848,-111.3942377,31,8,24
312,NA GRogows NA got the full NA trNAmNA NA NYT httptcoEXIm92fo importNAly it wNA NA NApite Sandy,40.76325452,-73.9871944,4,13,55
313,RT NA enNANrhNA Hey SMANSAKLT  Kalian NA skalNAi SeNAg NA NA NA httptcoAqn6dfGR,-7.6929934,110.5985126,5,11,24
314,BREAKING RT youraNAnews NYC Sandy  FDNY on scNAr NA NAl NA NAaNAation Drink NAd wNAr Boiling NAl not help,40.70192409,-73.9442504,30,4,43
315,WheNA sandy at,37.50312949,-77.40558918,28,14,49
316,Good NA NA NA Support pasanNAaandsNA flood NAe NA sandy   PasanNAa amp SNA httptcoQUXhDqLS,40.70712695,-74.00170877,4,20,45
317,sandy is a NAch Still no power in NAy stoNA in our aNA NAyNAong NAywegohard,40.311958,-74.51192295,5,2,33
318,Welcome to the NAe NA of climNA NA sandy,42.4346638,-71.27195408,30,5,8
319,OttaviaBourdain lNAing good Dont go much NAer Be safe in the wake of Sandy ToNA wNAher here httptcowYpFMFA8,34.27013438,-119.2276857,28,14,47
320,So much shit getNA NA back I now hNA more time to get shit done Sandy,39.4239535,-75.6593972,26,21,9
321,Stay safe and sNAd Idle NAds are the NA NAhop lol HurricaneSandy,39.76653257,-86.16399232,29,16,47
322,SNA an NA NAch RT YapsMightSay Hanging out with Diamond Rugs wriNA a NA aNA Sandy,40.71910419,-73.98483318,29,5,34
323,Sandy come NA in the night time,40.28375764,-74.7782822,30,11,54
324,HurricaneiSandy DIS BITCH STANDIN OUTSIDE YELLIN SANDY YOU AINT SHIT SO I THREW A FUCKING MINIVAN AT HER NOW WHAT BITCH,41.23137953,-82.10580551,29,14,46
325,Muere NAo que NA NA de Sandy en EU  Noticieros TNAvisa httptcov8jeeH19,47.48931389,-122.2135742,2,23,19
326,FancyDollface ok cool Keep Ramsay in your prNArs NA in the NA of Hurricane Sandy ,42.43922096,-83.32499899,30,1,36
327,All for the safety and NA of NArybody afNA sandy but dont forget aNA all the animNA NAt were NAected as wNA  animNAs,39.9523968,-74.18108316,3,23,0
328,The wind is NAg hard as hNA  HurricaneSandy,33.5304285,-84.2394377,29,21,30
329,"Thats my hot NA NA on my neighbors NA
FuckYouSandy httptcodIvbFBaV",41.6935572,-86.90874047,30,13,34
330,FaisonFaceoff NAnsandy,39.95090146,-75.59839106,30,2,21
331,Who wNAs to go to NA with SANDY amp I CollegeNight,46.81802285,-96.91603705,5,2,0
332,So Hurricane Sandy has gone but a NA is on the way for Wednesday appNAly  Oh NA,40.7629729,-73.9767725,3,18,54
333,Pk les NA et ouragan  i on NA NAnom NA XinNA Sandy etcComNAnd pas,48.9630949,2.1937106,29,18,54
334,BossmasNAflex the CaDonini should be NA NAlNA Hope you hNA a genNAtor or NA of ice NAedforsandy,42.6807434,-73.86819653,29,4,46
335,ThNA n NAning i think im done work for the day NAyinitsafe Sandy,44.66637743,-63.53965255,31,15,37
336,Im at Wendys Sandy SpNAs GA httptcoXOQL6Zam,33.93060983,-84.34805065,28,1,58
337,HNAific NA of the NY NAricane afNANA NAricanNAndy has NA caNA NAe NAage,51.5217126,-3.13754563,31,9,28
338,Sandy bgz,30.22340466,-91.47382813,31,11,18
339,CNAbraNA NAviving Sandy with Sushi  Sushi Rock httptcoScnABNOa,38.891658,-77.08121775,30,22,54
340,Okei   NA  iProblemChild IAmTash I NAl NA NA Sandy NA go do me a NA  lol Ill NAvNA because of YOU D,17.88776,-77.70034,29,4,6
341,"In all NA I NAl NAy ThNA the good days and the hard days Protect NAse from NAricane Sandy
NA NAy sandy",42.84922984,-112.4255047,30,7,3
342,JDunkle NAre Excelsior ClimNACNAe2012 Sandy,41.0097218,-76.44818215,2,14,31
343,Hurricane sandys not a natural storm HAARP CaNA it but whNAvNA,40.7596997,-73.8784495,30,4,19
344,This NAsNAnks  sandy 4 making NA all around I CANt NAn NAch tv  MisNAgmy NAgNAamp possiNAly my NA 2  NA u sandy,41.3545621,-75.2370761,30,15,0
345,BarackONAa  NA sandy NAicane ya allah NA yapNArir NA NAe muNAek NA NA allah NAmcnz NA NA de NA NA,39.760101,39.4772097,29,17,20
346,EnNAing NA before NApping for Hurricane Sandys NA omgfooNA   RoxNAs httptcolwgKatEo,41.09738584,-74.14655685,27,19,17
347,TNAe AmeriNA dont half come up with NAe shit naNA for the storms they hNAsandy Keith is a good name,53.40966768,-2.99658433,30,10,11
348,Nelchacin Solo NA Sandy y NANAy NA NAgnNA si NAiese NA con NA MiguNAluchoNO VALE Te NA,39.12846453,-76.63793538,30,19,44
349,RT SimplyDev327 hNAnt bNA to class NAce NA 26 and its still not NAinite when were goin back NAricanNAndy,40.27774799,-74.6686905,3,22,32
350,1 aNA this storm I dont hNA to NAch NAsiNANAl NAction news and NA Sandy,43.11281945,-77.7869889,29,23,19
351,I knew a NA named sandy She blew NArything too A little NAricanehumour,47.5564676,-52.7636831,29,16,24
352,DisfruNAdo de la viNAa de sandy   West new york httptcoJmHsRH6l,40.7896017,-74.02308381,29,13,52
353,So theNA NAs swimNAg aNA New York sandy NANAworld httptcob7w5Bs0j,55.96995493,-3.22448239,30,16,1
354,All Im NAg Im not going into work NAw Sandy is gonna get too NA,39.99307214,-76.35732461,29,21,9
355,This is how we spend NA afNA sandy NAects NAricanNAndy food NA sandy hu  old NA road httptcoCQctpQi4,41.06615448,-73.81087494,30,18,36
356,Pray for NAryone in Sandys NAh This storm isnt NAding around,37.26842124,-121.8332665,30,3,31
357,Sandy was an NA of God AmNAa to NAd NA to HeNAn afNA NA NA as TNAorNA NAack on US NA by NA sandy storm,56.49317545,-2.96412287,30,18,10
358,AL NA NAs NA away in NJ because theyre NANA  What Sandy,34.6055008,-87.0313189,2,11,50
359,CNANAn88 What a pic GOES View of Hurricane Sandy  Natural Hazards httptcoAT9Xvc1y NASA httptcoC1bt3uKH,32.52960018,-94.78240751,29,3,35
360,Im NAing to reNA NArybody who could hNA bNA affected by NAricane Sandy,34.61911082,-92.3497653,5,0,31
361,Im at Frankenstorm Apocalypse 2012  Hurricane Sandy Boston MA w NA NAs httptcoReFHv6Bm,42.36344323,-71.05757475,30,3,34
362,Hope NAryone is NAg wNA on the east coast HuricaneSandy NAafe,33.42321143,-111.9316482,29,19,30
363,WalNA White by NA sandy    Frankenstorm Apocalypse  Hurricane Sandy httptcoQFbU7FoT,40.79301881,-73.79379272,31,0,7
364,Hurricane Sandy in Thailand   Suankularb Wittayalai School httptcoqH4QL7zG,13.7430327,100.4980481,31,2,35
365,The Hurricane Sandy twitNA NA is too funny,29.71910989,-95.34661369,29,20,39
366,NA my prNArs go out to all in newyork usa sandy hope this tNAible NAricane NA NAckly,51.91570188,-0.42463398,30,23,57
367,No fuckin way LBINow UPDATE FNAis Wheel blew oNA NA lNAndy fNAasyisland VinReno sNAo11,40.4124291,-74.0982952,29,21,44
368,Sandy bxn i love you NAs sharenywqenNAm NAonorttucker riaubNAes toNAbNAelove grNA tiNA,38.27478076,-121.0050781,30,2,37
369,EaNA in the dark is alNA fun sandy NAricanNAndy lNAern NA   BatCNA httptcopZm3Xfnq,40.87133026,-73.53695679,29,22,39
370,Sandy httptcodMY4wiEv,39.79559036,-74.93305723,30,19,4
371,Can NA tNA Sandy NAt I lNA in MassachuNAts New England and alNAdy hNA to NA with NA tempNAtuNA and NAs,41.68682234,-71.16468861,27,22,30
372,Get off Hurricane Sandys NA she isnt funny,38.41290117,-82.24386853,29,20,9
373,If the NAsiNAt NA as much NANAion to Benghazi as  he is to NAricane sandy NA the out come would hNA NAwNA NA,33.86123587,-84.32115121,31,13,56
374,Sandy bxn i love you NAs sharenywqenNAm NAonorttucker riaubNAes toNAbNAelove grNA tiNA,29.23121573,-96.57148438,30,1,4
375,Alert TRAFFIC INCIDENT  NA SANDY LN Tac 1B SNA E51 E48,27.98449251,-82.77497662,29,2,33
376,NA Think before you tweet Become NA Hire a NANA Your NA on Sandy amp the NAction are offensNA amp ignorNA,37.96653229,-122.531901,31,18,19
377,I cNA wait to NA Sandy,41.27400537,-73.93054741,28,17,35
378,Hope my NAends are safe Sandy,14.56730388,120.9927822,30,4,59
379,The calm before the storm Derby NAhouse NAricanNAndy   Derby Wharf LighNAuse httptcoG67iBRPq,42.51680891,-70.88398218,29,13,55
380,Sandys afNANA,40.95877311,-74.61492565,30,15,26
381,Found a car NAr Now NAding twitNA by NA NAt like my foreNAhers HurricaneSandy,42.71565344,-71.27153791,30,3,35
382,FricoLiVaRaNA tNA Cholly I need NAt HurricaneSandy love lol ll cool j NAce,42.9350542,-78.7741583,29,23,50
383,MelanieIglesias Im NA sandy NAelprinsloo NA NA,-29.11817726,26.19963111,30,19,15
384,sandy hit hard my god,53.3609099,-6.5099324,31,11,12
385,I feel like Im on the East Coast with Hurricane Sandy NA HurricaneSandy nopower,38.57491115,-121.4022739,31,0,15
386,Praying for NAryone on the East Coast HurricaneSandy,42.19780631,-87.87883197,29,14,11
387,PhotoBlonde NAa its grNA Go to the NA NA and lNA at all the sandy NA NA Hilarious,37.98500004,-87.49702038,29,21,14
388,I NAder what news wNA wake up to in the NAg HurricaneSandy,51.46754642,-2.58218975,29,23,6
389,BroBible Bro Goes Jet Skiing ThNA Hurricane Sandy in MNAsquan New Jersey httptco2Hkk9N2F NA,40.02202534,-75.18906808,29,22,33
390,GrNA NA wNA NA NAding httptcomhAHF34c,40.88381843,-73.99784379,5,21,24
391,WFSBnews Malloy We should NAn for a NA of 7 incNA of rain Sandy NA,41.556618,-72.8687563,26,16,57
392,GillyBerlin Ich NAn NA NA NA NA NA NA nNAt NA Sandy zu NA NA,40.746196,-74.0445126,29,14,14
393,Friends in FiNAcial DNArict cNA go home for at least 2 weNA afNA fire in NA room bad NAage They can bNAk NA nyc sandy,40.80672744,-73.94992513,2,19,55
394,NA Post sandy  lNAing from my GrNApoint NA NA ManhNAanLIC nofilNA httpNAuuOi7d5,40.7790962,-73.95571761,30,15,56
395,Sandy httptco4RWhzFKu,55.88868384,-4.35744741,29,21,50
396,I nNAr hNA this much food in my house so NAnk you sandy for the oNA NAing ,37.34750903,-77.3534545,29,19,54
397,SamSifton BNA it sandy httptcoGCLTXoqjgrNA pic,42.34827765,-71.08950967,29,1,5
398,ThoNAts and prNArs going out to all NAse devastNAd by NAricane Sandy Hang in there,36.03206297,-95.92209673,30,18,24
399,StarNA to get bored as shit and NA body is sNAd of a NA wind and rain NAeone NA me up and lets go get NA with Sandy,36.713891,-76.20941187,28,18,44
400,Lights are NA grNA  sandy,42.73983905,-71.14441519,29,21,9
401,NAricNAsandy ERYTIME I LEAVE A CITY IM LIKE NOW YOURE JUS SOMEBODY THAT I USED TO BLOW LBudde NA lol,40.29818097,-83.07475677,29,3,36
402,Hurricane sandy mi CULO,40.8454939,-74.0011482,29,11,44
403,Praying for all in NAh of sandy Stay safe ,32.51566258,-92.35677224,29,15,56
404,My new neighborNA sandy nyc Weehawken hudson  rNArfront NAk httptcoKxn4WB4f,40.77129837,-74.01576779,3,17,17
405,Pizza for the whole NAing NAce were NAg NA good on the Sandy Cat Calls   StNA Farm OpNAtiNA CNAer httptco24NnV3GR,31.90392173,-106.5772972,3,23,41
406,Hurricane Sandy hitNA NY in lNA October This is Mayan end of tiNA stuff up there with all the NAn NA Just the NA,30.23373492,-97.78756009,29,2,38
407,Got my rainNA on going to NA NA in NAricane sandy ,38.40885545,-78.61919638,29,12,25
408,ChrisGeezy lol how you know Im in sandy spNAs,33.9349154,-84.3530475,2,16,20
409,A tree bNAs oNA in BrNAlyn sandy NArshebNAs  Fulton St httptcoS1aPvnF0,40.68409009,-73.96992585,30,4,27
410,NAryone be NAful its NAtty windy out there NAricanelife NAricanNAndy NAaway c  NA NA httptcoukYHfHOK,40.00815201,-74.24425507,29,21,55
411,Hurricane Sandy yall httptcoN1dgX26U,31.55031427,-97.12223221,29,19,7
412,NA NA has sNA NANA days NAricanNAndy NA NANA NA NA at  ANT Saugerties httptcoasf446HO,42.07125092,-73.93778229,31,9,24
413,What Sandy    Johnny Brendas httptcoSCPRIV3L,39.969002,-75.134188,30,2,28
414,This NA they call sandy can NAg right off,43.89625976,-78.92456093,29,18,12
415,NY Mayor NAing NAt the NY MaraNAn NAl go NA Sandy,-25.80056,28.30071,31,19,33
416,"NAiNA Sandy NAt waitNAs I was seeing lost her NAire for me
I NA with her last night she said she NAt NA NA on fire for me",37.3615835,-122.0250213,29,21,2
417,SANDY doesnt like us  outletNA NA NA   WNArloo Premium Outlets httptcoiKE73QKo,42.95588856,-76.9214201,29,19,26
418,jamiesNAuccio NA NA NA only a NA NAricane like sandy would go the Bahamas,43.18644939,-77.64312518,25,14,5
419,NApig SuckItSandy httptcoqZl93Ob7,34.90001195,-92.14130854,2,18,54
420,Sandy gonna come back here at Toronto NAght I gNAs,43.7404425,-79.2698585,30,15,18
421,So did NAeone NAt say they wNA to NA in the rain Abeg let Sandy come and take you because you are not serious aNA life,39.4019043,-76.5256666,29,18,49
422,Um NANAnho de NA da Sandy NA NA NA NAra,-23.53900648,-46.22091621,30,8,13
423,Its NAl in tNAe NAts MisNAdtNA Hurricane food nigga sandy httptcoEwawFC4S,36.81781966,-76.12185997,29,16,59
424,NA NAg hope NA are ok your way and u still hNA power and sandy isnt being too much of a NA in the NA ,40.65557269,-74.1230146,29,10,17
425,Praying for NAryone Affected by sandy,37.74809535,-121.4611329,30,15,7
426,Hurricane Sandy Was NA of NANA in NAt Hot Ass Dome ,39.30048215,-76.66785942,28,4,59
427,I got all I need for NAricane Sandy ,39.98569941,-75.94213734,29,0,58
428,reNA2NAy I see you NAvNAd sandy,38.9054958,-76.9811887,31,2,44
429,Sandy bgz,40.71597584,-74.07148438,31,6,39
430,Sandy was a baby back NAch,40.34148482,-76.63671945,30,15,12
431,NA seNAa vNAo raccoNAe Sandy USA NewYork,46.02882487,11.88521369,29,12,6
432,Hurricane NAp NAricanNAndy  NA Hudson Street httptcoifCXErIr,40.75202815,-74.02585521,28,20,30
433,I NA to good NAricane sandy is going on in my NA right now,43.39089854,-80.46144406,29,23,41
434,KapSlap would you be NAling to do a NA show for NAricane sandy victims,40.78667925,-73.9495053,2,2,7
435,sandy NA brNAlyn  NAliamsburg brNAlyn httptco0eoPjR1P,40.71049881,-73.9469986,30,19,21
436,The first NA No NAking sNA NA near a NA NAricane sandy   Whole Foods Market httptco6lnwPZfQ,38.99640714,-77.0240736,27,20,54
437,You NA      NAricane sandy httptcoe14pWkCM,40.0274331,-74.1811575,1,4,45
438,I would be in Spanish right NA NAnkyousandy YouGoGlenSCHOco NEALNAhethrone NA,40.2063429,-76.37256172,29,14,12
439,feeling like the day afNA NANAow is NAing for NAl Sandy USA unNAl,53.37135461,-1.47595935,28,17,19
440,PrNArs go out 2 all NA ppl affected by NAricaine sandy,36.167503,-115.1414841,1,14,18
441,Sandy has NA NA nyc NAn NA news is NAn NAt how sNAre the storm was,40.7118126,-73.78800049,30,14,51
442,Hoping my NA and NA are safe in NYC Sandy,52.94592609,-1.49534053,30,9,18
443,HIGH WIND EXPECTED FOR MONDAY AND TUESDAY POST TROPICAL STORM SANDY WILL INTERACT WITH A COLD UPPER LOW AND httptco7Lp0a3do,39.86093698,-79.45375519,29,2,19
444,GEORGEANTAR En NA de NA NA ValerieFM a NA que NA Sandy PNANA a NA que a Sandy,40.73976385,-74.00615512,28,17,37
445,Amongst NAding aNA Sandy I NAd NAt the giNAs NA the WorldSerieswait what Biggest NAevNA in NA of 2012 who knew,35.00928585,-85.16261431,29,15,40
446,JKsNAcNA NAnk you NAie I donNAd NA of stuff to NAs this NA So sad there is so NAy ppl wiNAut bc of Sandy,40.18999026,-74.81995719,4,4,31
447,Sending my prNArs to NAse out East Sandy GodBless,47.92479864,-97.07293916,30,15,4
448,NA tNA me aNA it,34.04918159,-117.7671451,4,6,54
449,Sandy is now here shehasNA httptco0yNjeXHT,40.98162819,-75.19050858,30,0,18
450,FinalemNA NY a sNA pas NAr NA NA Annulation  cause de Sandy Ahhh NA  TNAPis,48.59121294,7.77149963,3,11,24
451,HurricaneiSandy NAing shit out there aint she,32.4103782,-81.7908904,29,23,3
452,If this storm hits  the NA next door is going to kill us with all his shit in his NA DumbAss Junk AMess HighWinds SANDY,42.2148319,-72.6140691,29,15,1
453,VanesssaRios NA storm is oNA lol Aint no Sandy near  cNA NAy whats NA house ,40.7636953,-73.9843087,31,0,57
454,There are so NAy people in from NYC NAing gas NA to NA up and take back to the city Sandy,40.96623549,-76.00652104,2,19,47
455,I NAy NAryone in the NAh of SandyCane NA safe,44.684812,-73.4908236,29,16,1
456,NA Yess I NAs you Are you affected by NAt NAtard sandy Xxxx,51.51910411,-0.11630003,30,19,33
457,Local NA NA helping out in wake of Hurricane Sandy httptco06KJWf2k Most NAd by neighbors in BurtonHills GasNAa,35.28264,-81.14008,4,22,53
458,Scary shit this NAricane sandy god bless all in its NAh,53.44338411,-6.20732797,29,22,36
459,DNAHuddleston we are all NAed up on food amp NA Sandy From what I NAed we dont hNA aNAhing to wNAy aNA till Monday,40.071388,-75.390189,26,21,48
460,Sandy qlm huge support NAnks eunicewzhao maricruzuwbowe NAnftNAers vivienrforeNA u NAs are NAlly grNA,37.99826284,-92.440625,30,0,19
461,taraNAong A NA of our Transformers family lost his house to sandy Can you ask the Bronies for help httptcoOSqDEF0w NA,34.16405567,-80.89270731,31,15,6
462,Hurricane Sandy Rally Point  OreyTortola NA w NAsexykittie2 httptcoX5t6Wwmc,40.27948483,-74.55675528,29,2,29
463,Post Sandy II  RNArside Park Track httptcoPH6idMZk,40.78113105,-73.98823983,1,16,53
464,NAc NAt NANAed to sandy as frankenstorm NA NA NAnces,40.75441935,-73.92612476,27,0,8
465,This BITCH SANDY IS FUCKING up my house My NA is NAing on my Sun Porch This NAch gotta  My Palace httptcoPSg5D3lk,40.06424974,-75.16037521,29,19,22
466,Sandy was NA,39.79575778,-74.93271338,30,14,21
467,BNABaier UnNA ppl lNA for NAeoNAhing to blame So it NAs to NAson NAt the NA NAty NAl NAd a NAson to blame Sandy,35.03932341,-85.13713096,30,17,22
468,NArender2Tony Hurricane sandy god NA New Jersey for NA snNAie to hNA NAldren  lol Toni wtfNAaNAa,36.13628395,-115.2732391,26,23,54
469,Dear sandy NAand my NA for my night class Signed the NA who NAlly doesnt WNA NA aNA NAs today,41.86925204,-80.12056072,29,16,48
470,MariaLacouture Tme NA NA NA NA NA de la NA bi NA NA ko Ouragan Sandy BeAware lol et NA pas d NA,44.8312151,-0.5729655,29,23,12
471,The NAgue unleaNA by the oNAfNAing Gowanus NAl NA to the NA sandy NAch,42.88153528,-78.87165612,29,18,49
472,Praying for NAse on the east coast getNA hit by Sandy HeNA a pic from my NAers NA in ClNAland nopower httptcoFpJ2wIuf,36.23263418,-115.3205564,30,0,0
473,fdrNA NANANAs NAsandy sandy httptco9WBQbXeQ,40.76929283,-73.95223141,29,17,24
